1558879968233, 1558879968233, 0, 43, 43
1558879969004, 1558879969255, 251, 1, 252
1558879970004, 1558879970029, 25, 1, 26
1558879971001, 1558879971026, 25, 0, 25
1558879972003, 1558879972025, 22, 1, 23
1558879973003, 1558879973041, 38, 1, 39
1558879974004, 1558879974025, 21, 1, 22
1558879975003, 1558879975048, 45, 1, 46
1558879976004, 1558879976026, 22, 2, 24
1558879977004, 1558879977038, 34, 2, 36
1558879978003, 1558879978025, 22, 1, 23
1558879979004, 1558879979020, 16, 2, 18
1558879980003, 1558879980036, 33, 1, 34
1558879981003, 1558879981036, 33, 1, 34
1558879982003, 1558879982034, 31, 1, 32
1558879983006, 1558879983024, 18, 2, 20
1558879984003, 1558879984018, 15, 1, 16
1558879985003, 1558879985020, 17, 1, 18
1558879986003, 1558879986037, 34, 1, 35
1558879987001, 1558879987012, 11, 1, 12
1558879988001, 1558879988040, 39, 1, 40
1558879989002, 1558879989018, 16, 1, 17
1558880181432, 1558880181432, 0, 44, 44
1558880182004, 1558880182236, 232, 1, 233
1558880183003, 1558880183024, 21, 1, 22
1558880184004, 1558880184024, 20, 1, 21
1558880185004, 1558880185025, 21, 2, 23
1558880186004, 1558880186045, 41, 2, 43
1558880187004, 1558880187041, 37, 2, 39
1558880360567, 1558880360567, 0, 43, 43
1558880361004, 1558880361275, 271, 1, 272
1558880362003, 1558880362024, 21, 1, 22
1558880363004, 1558880363025, 21, 1, 22
1558880364004, 1558880364045, 41, 1, 42
1558880365004, 1558880365045, 41, 1, 42
1558880366004, 1558880366045, 41, 2, 43
1558880484753, 1558880484753, 0, 46, 46
1558880485004, 1558880485382, 378, 2, 380
1558880486002, 1558880486048, 46, 1, 47
1558880487003, 1558880487023, 20, 1, 21
1558880488005, 1558880488109, 104, 3, 107
1558880489004, 1558880489057, 53, 2, 55
1558880490002, 1558880490055, 53, 1, 54
1558880491005, 1558880491028, 23, 3, 26
1558880492004, 1558880492023, 19, 2, 21
1558880493004, 1558880493042, 38, 2, 40
1558880494005, 1558880494052, 47, 2, 49
1558880495004, 1558880495042, 38, 2, 40
1558880496004, 1558880496021, 17, 2, 19
1558880497004, 1558880497040, 36, 2, 38
1558880498003, 1558880498043, 40, 2, 42
1558880499005, 1558880499030, 25, 2, 27
1558880500004, 1558880500023, 19, 2, 21
1558880501003, 1558880501022, 19, 1, 20
1558880502004, 1558880502035, 31, 2, 33
1558880503003, 1558880503016, 13, 1, 14
1558880996120, 1558880996120, 0, 57, 57
1558880997004, 1558880997270, 266, 2, 268
1558880998005, 1558880998036, 31, 2, 33
1558880999005, 1558880999051, 46, 2, 48
1558881000003, 1558881000029, 26, 1, 27
1558881001004, 1558881001054, 50, 2, 52
1558881002005, 1558881002047, 42, 2, 44
1558881003004, 1558881003029, 25, 2, 27
1558881004004, 1558881004025, 21, 2, 23
1558881005005, 1558881005038, 33, 3, 36
1558881006004, 1558881006050, 46, 2, 48
1558881007004, 1558881007026, 22, 2, 24
1558881008004, 1558881008021, 17, 2, 19
1558881009004, 1558881009021, 17, 2, 19
1558881010003, 1558881010055, 52, 1, 53
1558881011005, 1558881011040, 35, 2, 37
1558881012004, 1558881012026, 22, 2, 24
1558881013004, 1558881013026, 22, 2, 24
1558881014003, 1558881014035, 32, 2, 34
1558881015003, 1558881015017, 14, 1, 15
1558881016003, 1558881016017, 14, 1, 15
1558881017002, 1558881017020, 18, 1, 19
1558881153981, 1558881153981, 0, 49, 49
1558881154001, 1558881154315, 314, 0, 314
1558881155005, 1558881155031, 26, 3, 29
1558881156002, 1558881156031, 29, 1, 30
1558881157002, 1558881157075, 73, 1, 74
